PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,IsAlone,HasCabin,AgeGroup
472,1,3,"Scott, Miss. Margaret",female,2.8,2,0,SOTON 65758,8.96,Unknown,C,3,0,0,Niño
473,0,3,"Clark, Mr. Luis",male,29.9,3,0,STON/O2 46631,12.06,Unknown,C,4,0,0,Adulto
474,0,2,"Davies, Mr. Charles",male,13.6,0,0,STON/O2 64151,22.32,Unknown,S,1,1,0,Joven
475,0,3,"King, Miss. Mary",female,23.9,0,2,LINE 80168,21.35,Unknown,S,3,0,0,Adulto
476,0,1,"López, Mr. John",male,29.9,0,0,STON/O2 36093,79.35,D123,S,1,1,1,Adulto
477,0,2,"Wilson, Mr. Samuel",male,29.9,1,0,W./C. 44930,10.14,Unknown,S,2,0,0,Adulto
478,1,1,"Allen, Mrs. Camila",female,30.0,0,0,W./C. 12835,159.74,Unknown,S,1,1,0,Adulto
479,1,3,"Brown, Miss. Edith",female,23.1,0,0,LINE 95247,32.59,Unknown,S,1,1,0,Adulto
480,1,3,"García, Mr. Luis",male,7.2,0,3,C.A. 23409,8.04,Unknown,C,4,0,0,Niño
481,0,3,"Wright, Miss. Anna",female,29.9,0,1,SOTON 47115,8.65,Unknown,S,2,0,0,Adulto
482,0,1,"Smith, Mr. John",male,41.0,1,0,A/5 69445,67.7,Unknown,C,2,0,0,Adulto
483,0,3,"Roberts, Mr. John",male,29.9,0,1,STON/O2 87226,11.56,Unknown,S,2,0,0,Adulto
484,1,1,"Lewis, Miss. Sofía",female,29.9,0,1,SOTON 59204,70.68,Unknown,S,2,0,0,Adulto
485,0,2,"Thomas, Mr. Daniel",male,45.2,0,0,STON/O2 20834,34.96,Unknown,S,1,1,0,Adulto
486,0,3,"Thomas, Mr. James",male,29.9,0,0,W./C. 91732,17.44,Unknown,S,1,1,0,Adulto
487,0,3,"López, Mr. Carlos",male,27.2,1,0,SOTON 94179,16.73,Unknown,S,2,0,0,Adulto
488,0,3,"Young, Mr. Luis",male,39.6,0,0,C.A. 23701,7.99,Unknown,S,1,1,0,Adulto
489,1,3,"Evans, Mrs. Sofía",female,29.9,4,1,PC 83202,4.99,Unknown,S,6,0,0,Adulto
490,1,3,"Scott, Miss. Lucía",female,14.3,0,0,A/5 57746,30.44,Unknown,S,1,1,0,Joven
491,0,1,"Martin, Mr. George",male,32.5,0,1,W./C. 23510,87.38,Unknown,S,2,0,0,Adulto
492,1,3,"Green, Mr. George",male,12.6,0,3,A/5 59963,5.26,Unknown,S,4,0,0,Niño
493,1,3,"Lewis, Mrs. Helen",female,36.5,0,0,A/5 84778,5.42,Unknown,C,1,1,0,Adulto
494,0,3,"Scott, Mrs. Margaret",female,29.9,1,0,STON/O2 61583,32.31,Unknown,C,2,0,0,Adulto
495,1,1,"Ramírez, Mr. John",male,41.8,1,0,C.A. 29922,105.89,Unknown,S,2,0,0,Adulto
496,1,1,"Wright, Mrs. Camila",female,30.0,0,0,C.A. 17628,27.81,B110,S,1,1,1,Adulto
497,1,2,"Wilson, Mr. Daniel",male,53.5,0,0,STON/O2 55116,28.5,Unknown,S,1,1,0,Adulto
498,1,3,"Roberts, Miss. Elena",female,21.3,0,0,PC 52803,6.88,Unknown,S,1,1,0,Adulto
499,0,3,"Roberts, Mrs. Mary",female,46.3,0,0,W./C. 23939,6.9,Unknown,S,1,1,0,Adulto
500,1,2,"Clark, Mrs. Elizabeth",female,40.8,0,1,PC 12555,38.63,Unknown,C,2,0,0,Adulto
501,0,3,"Ramírez, Mrs. Lucía",female,36.0,1,0,A/5 46683,10.61,Unknown,S,2,0,0,Adulto
502,0,2,"López, Mr. Arthur",male,21.2,0,0,C.A. 7366,35.88,E119,S,1,1,1,Adulto
503,0,3,"Scott, Mr. William",male,11.2,0,0,PC 41710,4.78,Unknown,S,1,1,0,Niño
504,1,3,"Wright, Mr. Thomas",male,31.6,0,0,SOTON 46622,31.61,Unknown,S,1,1,0,Adulto
505,0,3,"Thomas, Mr. Charles",male,45.7,0,0,STON/O2 21124,5.45,Unknown,S,1,1,0,Adulto
506,1,1,"Clark, Mrs. Alice",female,27.8,0,0,LINE 15460,92.14,Unknown,S,1,1,0,Adulto
507,1,1,"Clark, Mrs. Helen",female,26.1,0,0,SOTON 76121,35.04,Unknown,S,1,1,0,Adulto
508,1,3,"Young, Mr. Miguel",male,9.4,0,0,LINE 10122,9.13,Unknown,S,1,1,0,Niño
509,0,1,"Taylor, Mr. William",male,39.3,2,2,C.A. 66794,89.51,Unknown,S,5,0,0,Adulto
510,0,1,"Young, Mr. William",male,30.4,0,0,STON/O2 48150,44.15,Unknown,S,1,1,0,Adulto
511,0,3,"Young, Mr. Carlos",male,15.6,1,0,W./C. 35417,12.97,Unknown,S,2,0,0,Joven
512,1,3,"Martin, Mr. Miguel",male,48.9,0,0,W./C. 23071,18.62,Unknown,S,1,1,0,Adulto
513,0,3,"Brown, Mr. Thomas",male,73.0,1,2,LINE 41262,37.18,Unknown,S,4,0,0,Adulto mayor
514,0,2,"Young, Mr. Alejandro",male,25.6,0,0,SOTON 30057,18.01,Unknown,S,1,1,0,Adulto
515,1,2,"Smith, Miss. Sofía",female,0.3,1,0,C.A. 90177,16.9,Unknown,S,2,0,0,Niño
516,0,3,"Evans, Mr. John",male,29.0,0,0,PC 20791,4.92,Unknown,S,1,1,0,Adulto
517,1,2,"Martínez, Mrs. Helen",female,44.6,2,0,LINE 88959,15.2,Unknown,S,3,0,0,Adulto
518,0,3,"Martin, Mr. James",male,43.6,0,1,C.A. 62447,8.91,Unknown,S,2,0,0,Adulto
519,0,3,"López, Mr. Alejandro",male,20.0,0,2,PC 79773,17.25,Unknown,S,3,0,0,Adulto
520,1,2,"López, Mrs. Sofía",female,27.2,0,0,W./C. 24684,40.0,Unknown,S,1,1,0,Adulto
521,0,3,"López, Mr. Thomas",male,36.6,2,0,A/5 63574,14.47,Unknown,Q,3,0,0,Adulto
522,0,2,"López, Mr. Miguel",male,29.5,4,0,STON/O2 34730,15.93,Unknown,S,5,0,0,Adulto
523,1,3,"Martínez, Mr. Charles",male,34.9,1,2,C.A. 24107,4.21,Unknown,C,4,0,0,Adulto
524,0,3,"Thomas, Mrs. Margaret",female,38.8,0,0,W./C. 28365,7.16,Unknown,S,1,1,0,Adulto
525,0,3,"Allen, Mr. Thomas",male,18.5,0,0,PC 77623,20.48,Unknown,S,1,1,0,Joven
526,0,3,"King, Mr. Daniel",male,12.6,0,3,W./C. 15447,18.31,Unknown,C,4,0,0,Niño
527,0,3,"Thomas, Mr. Charles",male,29.9,0,0,SOTON 82039,10.56,Unknown,C,1,1,0,Adulto
528,0,3,"Walker, Mr. Daniel",male,37.7,0,2,LINE 52449,17.49,Unknown,S,3,0,0,Adulto
529,1,2,"Johnson, Miss. Helen",female,20.0,0,0,LINE 86695,31.53,Unknown,S,1,1,0,Adulto
530,0,3,"Wilson, Mr. Alejandro",male,19.1,2,0,SOTON 64414,23.44,Unknown,S,3,0,0,Joven
531,1,3,"Green, Miss. Camila",female,20.9,0,0,SOTON 94186,20.45,Unknown,S,1,1,0,Adulto
532,1,1,"Thomas, Mr. Robert",male,7.8,0,0,SOTON 90030,174.02,Unknown,S,1,1,0,Niño
533,1,2,"Wright, Mrs. Lucía",female,36.5,1,0,STON/O2 93513,25.95,Unknown,C,2,0,0,Adulto
534,1,3,"Thomas, Miss. Ethel",female,20.8,0,0,A/5 69046,19.74,Unknown,S,1,1,0,Adulto
535,0,3,"Martínez, Mr. George",male,45.8,3,0,PC 54392,19.32,Unknown,S,4,0,0,Adulto
536,0,3,"Ramírez, Mr. Thomas",male,66.5,0,0,C.A. 57479,14.57,Unknown,S,1,1,0,Adulto mayor
537,1,2,"King, Miss. Mary",female,8.7,1,0,STON/O2 26133,20.33,Unknown,S,2,0,0,Niño
538,0,2,"Johnson, Mr. Daniel",male,46.9,0,0,PC 26381,65.66,Unknown,Q,1,1,0,Adulto
539,1,2,"Martínez, Mrs. María",female,29.0,1,0,A/5 52865,18.56,Unknown,C,2,0,0,Adulto
540,1,1,"Ramírez, Mr. Robert",male,27.3,0,0,PC 48273,149.34,Unknown,S,1,1,0,Adulto
541,1,1,"Allen, Mrs. Ethel",female,41.5,0,0,C.A. 5829,59.64,Unknown,S,1,1,0,Adulto
542,1,3,"Brown, Mrs. Alice",female,47.9,0,0,A/5 50536,9.36,Unknown,S,1,1,0,Adulto
543,1,1,"Ramírez, Mr. Arthur",male,29.9,2,0,C.A. 62444,39.85,Unknown,S,3,0,0,Adulto
544,0,3,"Hernández, Mr. George",male,29.9,0,1,W./C. 40167,8.77,Unknown,S,2,0,0,Adulto
545,1,3,"Roberts, Miss. Elena",female,20.6,4,0,W./C. 60030,17.85,Unknown,S,5,0,0,Adulto
546,1,3,"Wilson, Mr. John",male,34.2,0,2,LINE 22360,22.27,G179,C,3,0,1,Adulto
547,1,3,"Ramírez, Mrs. Helen",female,34.3,0,4,SOTON 12984,8.51,Unknown,S,5,0,0,Adulto
548,0,2,"Allen, Mr. Samuel",male,6.7,0,0,STON/O2 13934,37.93,Unknown,S,1,1,0,Niño
549,1,1,"Clark, Mrs. Isabella",female,46.4,0,2,C.A. 53585,76.63,Unknown,S,3,0,0,Adulto
550,1,3,"Thomas, Miss. Florence",female,20.4,1,0,LINE 13209,17.96,Unknown,S,2,0,0,Adulto
551,1,1,"King, Mrs. María",female,27.5,0,0,C.A. 72003,169.86,Unknown,S,1,1,0,Adulto
552,0,3,"Hernández, Mr. Samuel",male,21.1,1,0,SOTON 98085,12.68,Unknown,S,2,0,0,Adulto
553,1,1,"Green, Mrs. Elizabeth",unknown,43.2,0,0,PC 36753,81.45,E125,S,1,1,1,Adulto
554,1,3,"Johnson, Mr. George",male,19.2,0,0,PC 92760,5.59,Unknown,S,1,1,0,Joven
555,0,3,"Walker, Mr. Carlos",male,1.7,0,0,A/5 16482,12.3,Unknown,S,1,1,0,Niño
556,0,3,"Wilson, Mr. Carlos",male,17.9,0,0,LINE 64751,23.07,Unknown,S,1,1,0,Joven
557,0,3,"Evans, Mr. Robert",male,66.0,1,0,SOTON 29937,4.88,Unknown,S,2,0,0,Adulto mayor
558,0,3,"Clark, Miss. Elena",female,29.9,0,1,LINE 74782,5.58,Unknown,S,2,0,0,Adulto
559,0,3,"Scott, Mrs. Margaret",female,34.7,1,0,PC 78191,21.12,Unknown,S,2,0,0,Adulto
560,0,3,"Walker, Mr. Daniel",male,19.4,0,0,LINE 61587,9.28,Unknown,S,1,1,0,Joven
561,1,3,"Ramírez, Mrs. Elizabeth",female,34.5,2,0,A/5 91407,4.14,Unknown,S,3,0,0,Adulto
562,0,3,"King, Mr. Luis",male,31.9,5,0,PC 83341,7.72,Unknown,S,6,0,0,Adulto
563,1,3,"Martin, Miss. Sofía",female,1.8,2,2,PC 93598,6.33,Unknown,S,5,0,0,Niño
564,0,3,"Johnson, Mr. Thomas",male,30.0,0,0,A/5 79226,6.86,Unknown,C,1,1,0,Adulto
565,0,3,"Johnson, Mr. James",male,9.7,0,0,PC 58239,8.1,Unknown,Q,1,1,0,Niño
566,0,2,"Allen, Mr. Carlos",male,72.6,0,2,C.A. 41242,46.79,F7,S,3,0,1,Adulto mayor
567,1,3,"Evans, Miss. Margaret",female,1.6,0,0,SOTON 5127,6.15,Unknown,S,1,1,0,Niño
568,1,3,"Clark, Mr. Luis",male,35.5,0,0,W./C. 13811,14.31,Unknown,C,1,1,0,Adulto
569,1,1,"Thomas, Miss. Isabella",female,2.2,0,0,STON/O2 30195,131.1,C79,S,1,1,1,Niño
570,0,3,"Johnson, Mr. Alejandro",male,29.6,0,1,STON/O2 43732,6.67,Unknown,S,2,0,0,Adulto
571,0,3,"Hall, Mr. Thomas",male,29.9,2,0,PC 44390,37.4,Unknown,S,3,0,0,Adulto
572,0,3,"Roberts, Mr. Charles",male,29.9,1,2,SOTON 81004,4.76,Unknown,S,4,0,0,Adulto
573,1,3,"Scott, Mr. George",male,29.9,0,0,A/5 84158,26.72,Unknown,S,1,1,0,Adulto
574,1,3,"Ramírez, Mr. Samuel",male,15.6,0,0,SOTON 92725,13.07,E26,S,1,1,1,Joven
575,1,2,"Young, Miss. Anna",female,8.1,2,0,W./C. 38646,10.7,Unknown,S,3,0,0,Niño
576,1,1,"Taylor, Miss. Mary",female,29.9,0,0,STON/O2 73692,50.47,Unknown,S,1,1,0,Adulto
577,1,3,"Johnson, Mr. William",male,30.9,1,0,SOTON 86230,7.2,Unknown,S,2,0,0,Adulto
578,1,1,"García, Mr. George",male,29.9,0,2,PC 84854,91.84,Unknown,C,3,0,0,Adulto
579,0,2,"Green, Mr. Arthur",male,40.8,1,0,SOTON 95304,45.36,Unknown,C,2,0,0,Adulto
580,1,3,"Wilson, Miss. Isabella",female,23.1,1,0,W./C. 50742,16.56,Unknown,S,2,0,0,Adulto
581,0,2,"Wright, Mr. Arthur",male,22.2,0,2,STON/O2 51711,14.98,Unknown,Q,3,0,0,Adulto
582,1,2,"García, Mr. Henry",male,29.9,0,2,LINE 26137,25.19,Unknown,S,3,0,0,Adulto
583,0,1,"Scott, Mrs. Margaret",female,31.9,1,0,SOTON 3471,155.58,Unknown,S,2,0,0,Adulto
584,0,1,"Green, Mr. Alejandro",male,21.4,0,1,LINE 51944,43.3,Unknown,S,2,0,0,Adulto
585,0,2,"Hall, Mr. Charles",male,71.4,0,0,STON/O2 87807,14.8,Unknown,S,1,1,0,Adulto mayor
586,1,3,"Lewis, Mr. Arthur",male,29.9,1,0,A/5 84737,6.16,Unknown,S,2,0,0,Adulto
587,0,1,"Davies, Mr. John",male,41.0,0,0,A/5 68835,109.49,Unknown,S,1,1,0,Adulto
588,0,3,"García, Mrs. Emily",female,42.1,0,0,LINE 67625,19.19,Unknown,S,1,1,0,Adulto
589,0,2,"Ramírez, Mr. Thomas",male,20.0,1,0,SOTON 31954,13.04,Unknown,S,2,0,0,Adulto
590,1,3,"Martínez, Mr. Robert",male,36.7,1,0,PC 16425,8.47,Unknown,S,2,0,0,Adulto
591,0,1,"Allen, Mr. Arthur",male,35.3,2,0,C.A. 42917,45.33,Unknown,S,3,0,0,Adulto
592,0,3,"Hall, Mr. Edward",male,44.5,0,0,SOTON 78164,9.81,Unknown,S,1,1,0,Adulto
593,0,3,"Scott, Mrs. Edith",female,48.7,0,2,C.A. 11874,13.99,Unknown,S,3,0,0,Adulto
594,1,3,"Walker, Mrs. Camila",female,42.5,2,0,C.A. 56794,8.82,Unknown,S,3,0,0,Adulto
595,1,3,"López, Mr. William",male,24.7,0,0,STON/O2 5729,7.95,Unknown,S,1,1,0,Adulto
596,1,3,"King, Mrs. Helen",female,45.8,0,0,C.A. 6479,17.11,Unknown,Q,1,1,0,Adulto
597,1,2,"García, Miss. Margaret",female,29.9,0,0,W./C. 85214,39.54,Unknown,S,1,1,0,Adulto
598,0,3,"Wilson, Mr. Carlos",male,29.9,1,0,C.A. 75686,5.8,Unknown,S,2,0,0,Adulto
599,0,3,"Evans, Mr. Carlos",male,15.9,0,0,STON/O2 94258,12.19,Unknown,C,1,1,0,Joven
600,0,3,"Martínez, Mr. Samuel",male,29.9,5,0,A/5 35945,11.8,Unknown,S,6,0,0,Adulto
601,0,1,"Hernández, Mr. Daniel",male,42.0,1,2,A/5 36617,113.52,Unknown,S,4,0,0,Adulto
602,0,3,"Roberts, Mr. Daniel",male,48.3,1,0,W./C. 6009,25.93,Unknown,S,2,0,0,Adulto
603,1,1,"Wilson, Mr. George",male,29.9,0,0,C.A. 36169,58.04,E75,Q,1,1,1,Adulto
604,0,3,"Green, Mr. Robert",male,5.9,0,0,LINE 75579,38.99,Unknown,C,1,1,0,Niño
605,1,3,"Evans, Mrs. Elena",female,29.9,0,1,C.A. 78562,12.99,Unknown,C,2,0,0,Adulto
606,1,2,"Young, Mr. Arthur",male,30.6,0,1,PC 6966,41.03,Unknown,S,2,0,0,Adulto
607,0,3,"Wright, Miss. Margaret",female,6.9,0,0,SOTON 9908,19.62,Unknown,S,1,1,0,Niño
608,1,1,"Davies, Miss. Helen",female,3.1,1,0,SOTON 88745,41.88,C135,S,2,0,1,Niño
609,1,3,"King, Mrs. María",female,31.5,0,0,PC 13443,15.36,Unknown,Q,1,1,0,Adulto
610,0,1,"Martínez, Mr. Carlos",male,19.7,0,0,W./C. 42693,23.24,Unknown,S,1,1,0,Joven
611,0,3,"Young, Mr. Carlos",male,29.9,0,0,STON/O2 94685,14.92,Unknown,S,1,1,0,Adulto
612,0,3,"Martin, Mrs. Ethel",female,37.6,0,0,W./C. 81624,9.25,Unknown,S,1,1,0,Adulto
613,0,2,"Allen, Mr. Carlos",male,39.5,0,3,W./C. 75349,34.76,Unknown,S,4,0,0,Adulto
614,1,1,"Martínez, Mrs. Edith",female,35.7,2,0,SOTON 51838,130.65,Unknown,S,3,0,0,Adulto
615,0,1,"Scott, Mr. Carlos",male,29.9,1,1,A/5 73101,103.5,Unknown,S,3,0,0,Adulto
616,0,1,"Johnson, Miss. Isabella",female,14.5,0,0,W./C. 87331,13.75,Unknown,C,1,1,0,Joven
617,1,1,"Evans, Miss. Anna",female,29.9,0,0,A/5 87926,9.7,Unknown,S,1,1,0,Adulto
618,0,3,"García, Mr. Henry",male,29.9,0,0,LINE 62012,13.03,Unknown,S,1,1,0,Adulto
619,0,3,"Brown, Mrs. Edith",female,38.5,0,0,SOTON 21947,12.13,Unknown,C,1,1,0,Adulto
620,1,3,"López, Mr. William",male,31.9,0,0,PC 54195,24.29,Unknown,S,1,1,0,Adulto
621,1,3,"Young, Mr. Daniel",male,12.8,0,0,A/5 30240,14.01,Unknown,Q,1,1,0,Niño
622,1,3,"Allen, Miss. Edith",female,3.0,0,0,PC 53396,12.99,Unknown,C,1,1,0,Niño
623,0,1,"García, Mr. Henry",male,27.0,0,1,STON/O2 72056,151.45,Unknown,S,2,0,0,Adulto
624,1,1,"Roberts, Mrs. Helen",female,36.9,0,1,SOTON 81448,95.7,Unknown,S,2,0,0,Adulto
625,1,3,"Allen, Mr. Thomas",male,35.6,0,0,W./C. 21399,18.78,Unknown,C,1,1,0,Adulto
626,0,2,"Lewis, Mr. Charles",male,47.6,0,0,SOTON 8470,16.65,Unknown,S,1,1,0,Adulto
627,0,3,"Roberts, Mr. Robert",male,27.9,3,1,LINE 49370,7.68,Unknown,Q,5,0,0,Adulto
628,0,3,"Martínez, Mr. James",male,28.2,0,0,A/5 48523,15.88,Unknown,S,1,1,0,Adulto
629,0,3,"Scott, Miss. Sofía",female,24.3,0,0,STON/O2 84890,14.65,Unknown,S,1,1,0,Adulto
630,1,3,"Wilson, Mrs. Anna",female,46.4,2,0,W./C. 55390,7.89,Unknown,S,3,0,0,Adulto
631,0,3,"Scott, Mr. Charles",male,36.8,0,0,SOTON 84855,14.72,Unknown,S,1,1,0,Adulto
632,1,3,"Hall, Mr. Charles",male,29.9,0,0,C.A. 56588,29.41,Unknown,S,1,1,0,Adulto
633,1,3,"Scott, Mr. Samuel",male,38.1,0,0,W./C. 26113,22.11,Unknown,S,1,1,0,Adulto
634,1,3,"Brown, Mr. Luis",male,13.0,0,0,PC 39818,12.15,Unknown,S,1,1,0,Joven
635,0,1,"Roberts, Mr. Arthur",male,54.6,0,0,SOTON 66165,74.89,Unknown,S,1,1,0,Adulto
636,0,2,"Thomas, Mr. Miguel",male,34.5,2,0,W./C. 83420,10.15,Unknown,C,3,0,0,Adulto
637,0,3,"López, Mr. Daniel",male,40.0,0,0,PC 36584,5.15,Unknown,S,1,1,0,Adulto
638,1,3,"López, Miss. Ethel",female,0.3,0,0,A/5 34930,6.37,Unknown,S,1,1,0,Niño
639,1,3,"Smith, Miss. Ethel",female,29.9,0,0,PC 27626,11.18,Unknown,C,1,1,0,Adulto
640,0,1,"Smith, Mr. Arthur",male,29.9,0,0,A/5 31991,164.21,Unknown,S,1,1,0,Adulto
641,0,2,"Evans, Mr. Robert",male,0.3,0,0,W./C. 21214,10.66,E153,S,1,1,1,Niño
642,1,1,"Allen, Miss. Margaret",female,22.2,0,1,C.A. 99408,192.68,Unknown,C,2,0,0,Adulto
643,0,3,"Roberts, Mr. Samuel",male,29.9,2,0,SOTON 12877,4.72,Unknown,S,3,0,0,Adulto
644,0,3,"Thomas, Mr. Henry",male,44.4,0,0,LINE 48646,67.77,Unknown,S,1,1,0,Adulto
645,1,3,"Allen, Mrs. Anna",female,43.6,0,0,STON/O2 11307,17.92,Unknown,Q,1,1,0,Adulto
646,1,1,"Roberts, Mr. Carlos",male,29.9,0,0,SOTON 24129,89.92,Unknown,S,1,1,0,Adulto
647,0,3,"Young, Mrs. Sofía",female,29.9,0,0,SOTON 79437,13.72,Unknown,S,1,1,0,Adulto
648,0,3,"Smith, Mr. James",male,44.4,0,0,SOTON 85102,20.22,Unknown,S,1,1,0,Adulto
649,0,2,"Green, Mr. Robert",male,29.9,0,0,SOTON 16046,41.56,Unknown,S,1,1,0,Adulto
650,1,3,"Green, Miss. Edith",female,22.2,0,0,LINE 98842,36.72,Unknown,C,1,1,0,Adulto
651,1,3,"Green, Mrs. Elizabeth",female,40.7,1,2,C.A. 90471,39.81,Unknown,C,4,0,0,Adulto
652,0,2,"Lewis, Mr. George",male,22.8,0,0,LINE 6525,7.95,Unknown,S,1,1,0,Adulto
653,0,3,"Walker, Mr. William",male,23.9,3,0,C.A. 41737,21.88,Unknown,S,4,0,0,Adulto
654,1,3,"Scott, Mr. Thomas",male,31.4,0,0,A/5 48525,8.38,Unknown,C,1,1,0,Adulto
655,1,3,"Young, Miss. Camila",female,12.4,0,0,W./C. 40653,13.26,Unknown,Q,1,1,0,Niño
656,0,3,"Johnson, Mrs. Edith",female,25.3,1,0,W./C. 27960,23.64,Unknown,S,2,0,0,Adulto
657,0,2,"Wright, Mr. Arthur",male,26.8,1,0,C.A. 55386,57.6,Unknown,S,2,0,0,Adulto
658,0,3,"Walker, Mrs. Emily",female,45.0,0,0,C.A. 32237,6.03,Unknown,S,1,1,0,Adulto
659,0,3,"García, Mr. George",male,38.7,1,3,LINE 37140,3.58,Unknown,S,5,0,0,Adulto
660,0,3,"Ramírez, Mr. Edward",male,0.3,0,0,LINE 31342,13.98,Unknown,S,1,1,0,Niño
661,0,3,"López, Mrs. Mary",female,38.1,3,0,PC 7149,5.29,Unknown,S,4,0,0,Adulto
662,1,3,"Clark, Mrs. Isabella",female,29.4,0,0,PC 89136,6.58,Unknown,S,1,1,0,Adulto
663,1,2,"Young, Mrs. Anna",female,29.9,1,0,PC 98500,132.95,Unknown,S,2,0,0,Adulto
664,1,2,"Taylor, Mrs. Anna",female,35.0,1,0,W./C. 22131,14.12,Unknown,Q,2,0,0,Adulto
665,1,3,"King, Mrs. Alice",female,29.9,0,0,SOTON 91357,19.46,Unknown,S,1,1,0,Adulto
666,1,1,"Brown, Mr. Miguel",male,29.9,0,0,A/5 83987,105.91,Unknown,S,1,1,0,Adulto
667,0,3,"Martínez, Mr. Henry",male,31.0,0,0,C.A. 51195,10.59,Unknown,S,1,1,0,Adulto
668,1,3,"Lewis, Mr. John",male,36.1,0,0,STON/O2 21993,19.95,Unknown,S,1,1,0,Adulto
669,1,3,"Young, Miss. Emily",female,24.6,0,0,W./C. 96309,36.95,Unknown,S,1,1,0,Adulto
670,1,1,"Allen, Mr. William",male,30.6,1,0,C.A. 50423,33.46,Unknown,S,2,0,0,Adulto
671,0,2,"Green, Mr. Samuel",male,29.9,4,2,C.A. 17189,28.14,Unknown,S,7,0,0,Adulto
672,1,3,"Young, Mr. Thomas",male,29.3,5,0,PC 7023,28.9,Unknown,C,6,0,0,Adulto
673,0,2,"Brown, Mr. John",male,29.9,0,1,W./C. 30487,26.13,Unknown,S,2,0,0,Adulto
674,1,2,"Johnson, Mrs. Edith",female,51.8,0,3,A/5 23441,47.28,Unknown,S,4,0,0,Adulto
675,0,3,"Thomas, Mr. James",male,38.1,1,0,W./C. 83860,11.8,Unknown,S,2,0,0,Adulto
676,0,3,"Young, Mr. George",male,4.5,0,0,STON/O2 56691,17.65,Unknown,S,1,1,0,Niño
677,1,2,"Smith, Mr. Alejandro",male,68.5,0,0,SOTON 71736,62.62,Unknown,S,1,1,0,Adulto mayor
678,0,3,"Brown, Mr. Samuel",male,56.5,0,2,A/5 46308,22.7,Unknown,S,3,0,0,Adulto
679,0,1,"Martin, Mrs. Elizabeth",female,27.1,0,0,STON/O2 57292,169.35,Unknown,C,1,1,0,Adulto
680,0,3,"Hernández, Mr. Samuel",male,33.6,4,1,PC 42182,16.93,Unknown,S,6,0,0,Adulto
681,1,1,"Davies, Mr. Miguel",male,29.9,0,0,A/5 16819,37.24,Unknown,S,1,1,0,Adulto
682,0,3,"Taylor, Mr. Arthur",male,13.7,0,0,C.A. 34388,25.38,Unknown,S,1,1,0,Joven
683,1,1,"Young, Mr. Alejandro",male,27.5,0,0,A/5 69600,47.92,Unknown,S,1,1,0,Adulto
684,1,3,"Wilson, Mrs. Florence",female,34.2,1,1,C.A. 98211,8.75,Unknown,C,3,0,0,Adulto
685,1,2,"Smith, Mr. Arthur",male,29.9,0,1,W./C. 86982,9.62,Unknown,S,2,0,0,Adulto
686,1,1,"Martínez, Mr. George",male,57.6,0,0,STON/O2 64382,96.22,Unknown,Q,1,1,0,Adulto
687,0,2,"Allen, Mr. Miguel",male,27.0,0,0,A/5 4635,29.47,Unknown,C,1,1,0,Adulto
688,0,3,"Evans, Mr. Robert",male,22.0,1,0,C.A. 5570,30.88,Unknown,S,2,0,0,Adulto
689,1,3,"Ramírez, Mr. Charles",male,9.6,0,0,STON/O2 44381,8.34,Unknown,S,1,1,0,Niño
690,0,1,"Johnson, Mrs. Helen",female,39.2,2,1,SOTON 53878,71.85,Unknown,S,4,0,0,Adulto
691,1,3,"Wright, Mr. John",male,33.1,0,0,C.A. 97206,10.79,Unknown,S,1,1,0,Adulto
692,0,3,"López, Mr. Robert",male,41.1,0,0,LINE 80055,7.94,Unknown,S,1,1,0,Adulto
693,1,3,"García, Mrs. Elena",female,38.1,0,2,A/5 12444,5.16,Unknown,S,3,0,0,Adulto
694,1,1,"Martin, Mr. James",male,36.5,0,2,W./C. 38291,146.03,Unknown,C,3,0,0,Adulto
695,1,2,"Davies, Miss. María",female,8.1,0,0,STON/O2 70848,91.34,F124,Q,1,1,1,Niño
696,0,3,"Scott, Mr. Henry",male,3.9,0,0,STON/O2 68530,43.89,Unknown,C,1,1,0,Niño
697,0,3,"Hernández, Mr. Arthur",male,4.9,0,0,PC 98266,13.14,Unknown,S,1,1,0,Niño
698,1,3,"Hernández, Mrs. Isabella",female,45.6,0,0,SOTON 81884,10.66,Unknown,C,1,1,0,Adulto
699,0,2,"Thomas, Mr. James",male,4.5,0,0,A/5 15446,14.2,Unknown,S,1,1,0,Niño
700,0,3,"López, Mrs. Anna",female,39.4,1,0,SOTON 75059,6.95,Unknown,S,2,0,0,Adulto
701,0,3,"Young, Mr. Luis",male,17.9,0,0,LINE 28338,12.28,Unknown,S,1,1,0,Joven
702,1,1,"Hall, Mr. James",male,46.1,0,0,C.A. 29753,80.38,Unknown,C,1,1,0,Adulto
703,1,2,"Martin, Mrs. Anna",female,29.9,0,0,A/5 93995,22.96,Unknown,C,1,1,0,Adulto
704,0,3,"López, Mr. Alejandro",male,28.1,0,0,STON/O2 41562,8.86,Unknown,S,1,1,0,Adulto
705,0,3,"Young, Mr. Carlos",male,29.9,0,0,SOTON 1165,27.1,Unknown,S,1,1,0,Adulto
706,0,3,"Scott, Mr. Miguel",male,20.9,0,0,STON/O2 13160,18.63,Unknown,S,1,1,0,Adulto
707,1,3,"Allen, Mrs. María",female,49.4,0,2,LINE 63227,16.81,Unknown,Q,3,0,0,Adulto
