PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
603,1,1,"Wilson, Mr. George", male ,null,0,0,C.A. 36169,58.04,E75,queenstown
604,0,3,"Green, Mr. Robert",m,5.9,0,0,LINE 75579,38.99,,cherbourg
605,1,3,"Evans, Mrs. Elena",F,unknown,0,1,C.A. 78562,12.99,, C 
606,1,2,"Young, Mr. Arthur", male ,30.6,0,1,PC 6966,41.03,,southampton
607,0,3,"Wright, Miss. Margaret",female,6.9,0,0,SOTON 9908,19.62,,S
608,1,1,"Davies, Miss. Helen",F,3.1,1,0,SOTON 88745,41.88,C135,s
609,1,3,"King, Mrs. María",FEMALE,31.5,0,0,PC 13443,15.36,,q
610,0,1,"Martínez, Mr. Carlos",male,19.7,0,0,W./C. 42693,23.24,,southampton
611,0,3,"Young, Mr. Carlos",m,thirty,0,0,STON/O2 94685,14.92,,S
612,0,3,"Martin, Mrs. Ethel",Female,37.6,0,0,W./C. 81624,9.25,, S 
613,0,2,"Allen, Mr. Carlos", male ,39.5,0,3,W./C. 75349,34.76,,Southampton
614,1,1,"Martínez, Mrs. Edith",f,35.7,2,0,SOTON 51838,130.65,,S
615,0,1,"Scott, Mr. Carlos",m,null,1,1,A/5 73101,103.50,, S 
616,0,1,"Johnson, Miss. Isabella",f,14.5,0,0,W./C. 87331,13.75,,cherbourg
617,1,First,"Evans, Miss. Anna",female,,0,0,A/5 87926,9.70,,Southampton
618,0,3,"García, Mr. Henry",m,unknown,0,0,LINE 62012,13.03,,s
619,0,3,"Brown, Mrs. Edith",F,38.5,0,0,SOTON 21947,12.13,,Cherbourg
620,1,3,"López, Mr. William",M,31.9,0,0,PC 54195,24.29,,
621,1,3,"Young, Mr. Daniel",male,12.8,0,0,A/5 30240,14.01,,Q
622,1,3,"Allen, Miss. Edith",F,3.0,0,0,PC 53396,12.99,,cherbourg
623,0,1,"García, Mr. Henry",m,27.0,0,1,STON/O2 72056,151.45,, S 
624,1,1,"Roberts, Mrs. Helen",Female,36.9,0,1,SOTON 81448,95.70,, S 
625,1,3,"Allen, Mr. Thomas",Male,35.6,0,0,W./C. 21399,N/A,,C
626,0,2,"Lewis, Mr. Charles",male,47.6,0,0,SOTON 8470,16.65,,Southampton
627,0,3,"Roberts, Mr. Robert",m,27.9,3,1,LINE 49370,7.68,,Q
628,0,3,"Martínez, Mr. James", male ,28.2,0,0,A/5 48523,15.88,, S 
629,0,3,"Scott, Miss. Sofía",FEMALE,24.3,0,0,STON/O2 84890,14.65,,s
630,1,3,"Wilson, Mrs. Anna",f,46.4,2,0,W./C. 55390,7.89,,s
631,0,3,"Scott, Mr. Charles",MALE,36.8,0,0,SOTON 84855,14.72,,southampton
632,1,3,"Hall, Mr. Charles",MALE,null,0,0,C.A. 56588,29.41,, S 
633,1,3,"Scott, Mr. Samuel",M,38.1,0,0,W./C. 26113,22.11,, S 
634,1,3,"Brown, Mr. Luis", male ,13.0,0,0,PC 39818,12.15,, S 
635,0,1,"Roberts, Mr. Arthur",Male,54.6,0,0,SOTON 66165,74.89,,S
636,0,2,"Thomas, Mr. Miguel",M,34.5,2,0,W./C. 83420,10.15,,C
637,0,3,"López, Mr. Daniel",male,40.0,0,0,PC 36584,5.15,, S 
638,1,3,"López, Miss. Ethel", female ,0.3,0,0,A/5 34930,6.37,,Southampton
639,1,3,"Smith, Miss. Ethel",Female,N/A,0,0,PC 27626,11.18,,cherbourg
640,0,1,"Smith, Mr. Arthur",Male,N/A,0,0,A/5 31991,164.21,,southampton
641,0,2,"Evans, Mr. Robert",male,0.3,0,0,W./C. 21214,10.66,E153,S
642,1,1,"Allen, Miss. Margaret",f,22.2,0,1,C.A. 99408,192.68,, C 
643,0,3,"Roberts, Mr. Samuel", male ,unknown,2,0,SOTON 12877,4.72,,Southampton
644,No,3,"Thomas, Mr. Henry",M,44.4,0,0,LINE 48646,67.77,,Southampton
645,1,3,"Allen, Mrs. Anna",f,43.6,0,0,STON/O2 11307,17.92,,q
646,1,1,"Roberts, Mr. Carlos",MALE,unknown,0,0,SOTON 24129,89.92,,s
647,0,3,"Young, Mrs. Sofía",FEMALE,N/A,0,0,SOTON 79437,13.72,,southampton
648,0,3,"Smith, Mr. James", male ,44.4,0,0,SOTON 85102,20.22,,s
649,0,2,"Green, Mr. Robert",m,,0,0,SOTON 16046,41.56,,s
650,1,3,"Green, Miss. Edith",FEMALE,22.2,0,0,LINE 98842,36.72,,cherbourg
651,1,3,"Green, Mrs. Elizabeth",f,40.7,1,2,C.A. 90471,39.81,,C
652,0,2,"Lewis, Mr. George",M,22.8,0,0,LINE 6525,7.95,,Southampton
653,0,3,"Walker, Mr. William",M,23.9,3,0,C.A. 41737,21.88,,S
654,1,3,"Scott, Mr. Thomas", male ,31.4,0,0,A/5 48525,8.38,,cherbourg
655,1,3,"Young, Miss. Camila",F,12.4,0,0,W./C. 40653,13.26,,Queenstown
656,0,3,"Johnson, Mrs. Edith",female,25.3,1,0,W./C. 27960,23.64,,S
657,0,2,"Wright, Mr. Arthur",MALE,26.8,1,0,C.A. 55386,57.60,,southampton
658,0,3,"Walker, Mrs. Emily",F,45.0,0,0,C.A. 32237,6.03,,S
659,0,3,"García, Mr. George",male,38.7,1,3,LINE 37140,3.58,,s
660,0,3,"Ramírez, Mr. Edward", male ,0.3,0,0,LINE 31342,13.98,,S
661,0,3,"López, Mrs. Mary",Female,38.1,3,0,PC 7149,5.29,, S 
662,1,3,"Clark, Mrs. Isabella",f,29.4,0,0,PC 89136,6.58,,southampton
663,1,2,"Young, Mrs. Anna",FEMALE,,1,0,PC 98500,132.95,, S 
664,1,2,"Taylor, Mrs. Anna",Female,35.0,1,0,W./C. 22131,14.12,,Q
665,1,3,"King, Mrs. Alice",female,null,0,0,SOTON 91357,19.46,,Southampton
666,1,1,"Brown, Mr. Miguel",MALE,null,0,0,A/5 83987,105.91,,Southampton
667,0,3,"Martínez, Mr. Henry",m,31.0,0,0,C.A. 51195,10.59,,S
668,1,3,"Lewis, Mr. John",m,36.1,0,0,STON/O2 21993,19.95,,s
669,1,3,"Young, Miss. Emily",F,24.6,0,0,W./C. 96309,36.95,,s
670,1,1,"Allen, Mr. William",M,30.6,1,0,C.A. 50423,33.46,,S
671,0,2,"Green, Mr. Samuel",MALE,null,4,2,C.A. 17189,28.14,, S 
672,1,3,"Young, Mr. Thomas",male,29.3,5,0,PC 7023,28.90,,c
673,0,2,"Brown, Mr. John", male ,null,0,1,W./C. 30487,26.13,,Southampton
674,1,2,"Johnson, Mrs. Edith", female ,51.8,0,3,A/5 23441,47.28,,Southampton
675,0,3,"Thomas, Mr. James",m,38.1,1,0,W./C. 83860,11.80,,
676,0,3,"Young, Mr. George",male,4.5,0,0,STON/O2 56691,17.65,,southampton
677,1,2,"Smith, Mr. Alejandro",m,68.5,0,0,SOTON 71736,62.62,,s
678,0,3,"Brown, Mr. Samuel",MALE,56.5,0,2,A/5 46308,22.70,,s
679,0,1,"Martin, Mrs. Elizabeth",Female,27.1,0,0,STON/O2 57292,169.35,, C 
680,0,3,"Hernández, Mr. Samuel",m,33.6,4,1,PC 42182,16.93,,Southampton
681,1,1,"Davies, Mr. Miguel",Male,N/A,0,0,A/5 16819,37.24,,Southampton
682,0,3,"Taylor, Mr. Arthur",male,13.7,0,0,C.A. 34388,25.38,,Southampton
683,1,1,"Young, Mr. Alejandro",M,27.5,0,0,A/5 69600,47.92,,Southampton
684,1,3,"Wilson, Mrs. Florence",FEMALE,34.2,1,1,C.A. 98211,8.75,,c
685,1,2,"Smith, Mr. Arthur",m,,0,1,W./C. 86982,9.62,,Southampton
686,1,1,"Martínez, Mr. George",Male,57.6,0,0,STON/O2 64382,96.22,, Q 
687,0,2,"Allen, Mr. Miguel",MALE,27.0,0,0,A/5 4635,29.47,, C 
688,0,3,"Evans, Mr. Robert", male ,22.0,1,0,C.A. 5570,30.88,,s
689,1,3,"Ramírez, Mr. Charles",Male,9.6,0,0,STON/O2 44381,8.34,,S
690,0,1,"Johnson, Mrs. Helen",f,39.2,2,1,SOTON 53878,71.85,,s
691,1,3,"Wright, Mr. John",Male,33.1,0,0,C.A. 97206,10.79,,Southampton
692,0,3,"López, Mr. Robert",m,41.1,0,0,LINE 80055,7.94,,southampton
693,1,3,"García, Mrs. Elena",Female,38.1,0,2,A/5 12444,5.16,,S
694,1,1,"Martin, Mr. James",M,36.5,0,2,W./C. 38291,146.03,,Cherbourg
695,1,2,"Davies, Miss. María",female,8.1,0,0,STON/O2 70848,91.34,F124,queenstown
696,0,3,"Scott, Mr. Henry",male,3.9,0,0,STON/O2 68530,43.89,,c
697,0,3,"Hernández, Mr. Arthur",Male,4.9,0,0,PC 98266,13.14,,southampton
698,1,3,"Hernández, Mrs. Isabella",FEMALE,45.6,0,0,SOTON 81884,10.66,,c
699,0,2,"Thomas, Mr. James",M,4.5,0,0,A/5 15446,14.20,,southampton
700,0,3,"López, Mrs. Anna",f,39.4,1,0,SOTON 75059,6.95,,s
701,0,3,"Young, Mr. Luis",Male,17.9,0,0,LINE 28338,12.28,,southampton
702,1,1,"Hall, Mr. James", male ,46.1,0,0,C.A. 29753,80.38,,cherbourg
703,1,2,"Martin, Mrs. Anna",F,null,0,0,A/5 93995,22.96,,C
704,0,3,"López, Mr. Alejandro", male ,28.1,0,0,STON/O2 41562,8.86,, S 
705,0,3,"Young, Mr. Carlos",M,N/A,0,0,SOTON 1165,27.10,,Southampton
706,0,3,"Scott, Mr. Miguel",male,20.9,0,0,STON/O2 13160,18.63,,s
707,1,3,"Allen, Mrs. María", female ,49.4,0,2,LINE 63227,16.81,,Queenstown
708,0,1,"Johnson, Mr. Thomas",MALE,65.5,0,1,C.A. 77093,12.49,,Cherbourg
709,0,1,"Walker, Miss. Mary",f,22.5,0,0,STON/O2 99174,236.58,, Q 
710,1,1,"Thomas, Miss. Margaret", female ,24.3,3,0,STON/O2 89383,104.38,,S
711,0,2,"Martin, Mr. Alejandro",M,9.4,1,0,A/5 2970,30.78,,S
712,0,3,"Clark, Mr. Charles",M,23.1,1,0,C.A. 41965,28.82,,southampton
713,1,3,"Evans, Mr. George",Male,unknown,0,0,PC 49246,-1,, S 
714,1,3,"Johnson, Mr. Carlos", male ,,1,0,C.A. 52314,31.10,, S 
715,1,3,"Hall, Mr. William", male ,34.3,0,0,SOTON 85090,9.46,,S
716,0,3,"López, Mr. Charles",m,35.8,0,0,W./C. 86504,6.61,,Southampton
717,0,3,"Lewis, Mr. James",M,29.5,1,0,PC 70670,14.01,,southampton
718,0,1,"Martin, Mr. James",M,40.9,0,0,W./C. 2474,150.56,, S 
719,0,3,"Scott, Mr. Charles",Male,25.1,3,1,C.A. 56645,16.12,,s
720,0,1,"Allen, Mr. Thomas",MALE,49.6,0,0,C.A. 54628,116.60,,Southampton
721,0,3,"García, Mrs. Alice", female ,999,0,0,W./C. 17260,9.78,,southampton
722,1,3,"Martin, Miss. Edith",Female,11.3,0,0,A/5 49916,25.79,,s
723,1,1,"Lewis, Mrs. Elena",F,54.6,0,0,A/5 47440,42.50,, C 
724,0,3,"Young, Mr. Thomas",Male,1.9,0,0,W./C. 16631,7.48,, S 
725,1,2,"Martínez, Mr. Henry",male,57.6,0,0,C.A. 5161,10.47,F127,southampton
726,0,3,"Roberts, Mr. Thomas",male,14.9,0,0,STON/O2 77809,32.21,,S
727,0,3,"Clark, Miss. Alice",f,22.7,0,,LINE 82414,17.22,, C 
728,0,3,"García, Mr. Luis",M,unknown,0,0,W./C. 99607,18.94,, S 
729,0,2,"López, Mr. Alejandro",m,,1,0,SOTON 71699,10.53,,S
730,0,3," Johnson, Mr. Henry ",M,16.6,0,0,C.A. 5572,7.13,,Southampton
731,1,1,"Hall, Mr. Alejandro",MALE,7.4,0,0,C.A. 23477,188.37,, S 
732,1,1,"Roberts, Mr. Thomas",Male,8.5,0,1,STON/O2 90008,62.00,,s
733,1,1,"Smith, Mr. Robert",male,22.4,1,0,PC 1770,61.26,,Queenstown
734,0,2,"Taylor, Mr. Thomas",Male,10.5,2,0,C.A. 57010,31.05,, C 
735,1,2,"King, Mr. John",m,27.7,0,0,W./C. 10998,30.13,,Cherbourg
736,1,1,"Evans, Mrs. Anna",Female,54.0,2,2,STON/O2 94739,55.27,,s
737,0,3,"Allen, Mr. Arthur",male,24.7,0,0,PC 97663,9.39,,Cherbourg
738,0,3,"Clark, Mr. Robert", male ,43.9,4,0,LINE 90291,8.15,,southampton
739,1,3,"Hernández, Miss. Anna",FEMALE,,1,1,PC 53317,12.71,, C 
740,0,2,"Roberts, Miss. Lucía",FEMALE,0.3,1,0,PC 37283,30.11,,Southampton
741,0,2,"Ramírez, Mr. Alejandro",MALE,56.9,0,0,C.A. 11945,39.25,,s
742,0,3,"Hall, Mr. Henry",Male,49.2,0,0,PC 44550,11.66,, S 
743,0,3,"Taylor, Mr. Samuel",MALE,28.9,0,0,C.A. 47619,11.44,,southampton
744,0,2,"Davies, Mr. Charles",male,31.4,1,2,W./C. 45764,43.39,,S
745,1,1,"Evans, Mrs. Edith",F,unknown,1,0,A/5 73363,121.47,,Queenstown
746,0,2nd,"Green, Mr. Charles", male ,34.0,0,0,C.A. 90653,7.45,,Q
747,0,3,"Wright, Mr. James",Male,39.1,0,4,STON/O2 66217,8.63,,Cherbourg
748,1,1,"Wilson, Mrs. Edith",f,unknown,0,0,A/5 35000,25.94,,s
749,1,1,"Clark, Mr. Samuel", male ,21.9,0,2,STON/O2 55475,32.78,,S
750,0,2,"Lewis, Mr. Thomas",MALE,28.5,0,1,W./C. 25889,33.66,, S 
751,0,1,"Scott, Mr. Thomas",M,null,0,0,A/5 1515,88.40,A77, S 
752,1,2,"Thomas, Mrs. Ethel",Female,57.7,0,1,STON/O2 88412,40.20,,Southampton
753,0,3,"Davies, Mr. Luis",m,9.2,4,0,C.A. 95037,6.75,,southampton
754,0,3,"López, Mr. Miguel",Male,13.6,0,0,C.A. 3252,15.43,,S
755,0,3,"Martin, Mr. Charles",male,-3,0,3,STON/O2 48407,2.06,,C
756,0,3,"Martin, Mrs. Elizabeth",F,46.9,1,0,STON/O2 23447,14.67,,S
757,1,3,"Johnson, Mr. James",M,2.5,0,0,SOTON 21153,7.49,,S
758,1,2,"Young, Mrs. Camila",f,26.3,0,2,SOTON 32029,33.44,,Southampton
759,0,2,"Brown, Mrs. Helen",f,61.6,0,0,W./C. 77287,20.18,, C 
760,1,2,"Smith, Mr. Carlos", male ,7.9,1,0,C.A. 90038,18.87,,s
761,0,3,"Wright, Mr. Samuel",male,null,0,1,A/5 46978,-1,,q
762,0,2,"Allen, Mr. John", male ,20.8,0,2,PC 21518,41.22,,
763,0,3,"López, Mr. Samuel",Male,38.1,0,0,LINE 29275,9.46,, S 
764,0,1,"Evans, Mr. Luis",male,42.7,0,0,C.A. 95060,162.97,E76,s
765,1,3,"Evans, Mrs. Elena",F,25.8,0,0,A/5 25721,44.18,,s
766,0,3," Hernández, Mr. James ", male ,43.3,0,0,A/5 87985,8.72,,s
767,0,3,"Thomas, Mrs. María",FEMALE,26.1,1,0,W./C. 88070,10.61,,Southampton
768,1,3,"Martínez, Miss. Elizabeth",Female,11.8,0,0,PC 45681,2.52,, S 
769,1,2,"Evans, Mr. John",M,59.2,1,0,A/5 42477,22.93,, S 
770,1,3,"López, Mrs. Anna",FEMALE,44.9,1,0,STON/O2 31781,5.71,, S 
771,1,3,"Smith, Miss. Sofía",f,23.9,0,0,STON/O2 23681,11.79,,c
772,1,3,"Evans, Mrs. Margaret",female,26.0,0,0,W./C. 66455,4.76,,S
773,0,2,"Wright, Mr. Arthur",M,16.1,2,2,SOTON 80477,14.87,,S
774,0,3,"Wright, Mr. Carlos",MALE,32.8,0,0,C.A. 93955,11.02,,southampton
775,0,3,"Wright, Mr. Thomas",Male,49.9,0,0,A/5 79875,11.48,,S
776,0,3,"Young, Mr. Luis",M,34.1,1,0,LINE 10787,8.95,,Southampton
777,0,3,"Green, Mrs. Mary",F,39.1,0,0,SOTON 72512,19.98,,Southampton
778,1,3,"Scott, Mr. John",male,36.4,0,0,C.A. 53010,19.76,, S 
779,1,1,"Green, Miss. Emily", female ,,0,2,W./C. 45915,177.17,,southampton
780,1,3,"Scott, Mr. Miguel",Male,2.8,1,1,W./C. 97948,8.36,,C
781,0,1,"Scott, Mr. Miguel",Male,40.3,3,0,A/5 98733,77.38,,s
782,0,3,"Thomas, Mr. Daniel", male ,32.8,0,0,A/5 51743,23.41,,C
783,0,1,"King, Mr. Alejandro",m,26.7,0,0,A/5 59136,185.56,,S
784,1,3,"Walker, Mrs. Ethel", female ,41.1,0,0,A/5 31895,14.44,,southampton
785,1,3,"Taylor, Miss. Mary", female ,7.2,0,1,PC 5709,27.06,, S 
786,1,2,"Martin, Mrs. Elizabeth",female,34.6,1,1,LINE 67474,20.80,,southampton
787,0,3,"Brown, Mr. Thomas",MALE,6.2,0,0,A/5 53574,40.43,,c
788,0,3,"Thomas, Mr. James", male ,N/A,0,0,W./C. 65539,18.89,,Southampton
789,1,3,"Roberts, Mr. Edward",Male,30.0,1,0,C.A. 76886,20.14,, S 
790,0,3,"Walker, Mrs. María",Female,33.5,0,0,PC 26677,13.84,,s
791,0,1,"Davies, Mr. Carlos", male ,unknown,0,0,SOTON 93822,50.16,,Q
792,0,3,"Johnson, Mr. Alejandro",Male,37.7,1,0,PC 12876,19.84,,C
793,1,3,"Davies, Miss. Helen",F,11.0,0,0,A/5 96970,5.57,, C 
794,0,3,"Johnson, Mr. Thomas",male,31.9,0,0,PC 67848,30.63,,southampton
795,1,1,"Martin, Miss. Lucía",F,2.5,0,2,PC 19637,34.46,B54,S
796,1,2,"Lewis, Mrs. Isabella",f,45.1,0,1,STON/O2 36591,33.67,, S 
797,1,3,"Taylor, Mr. George",Male,unknown,0,0,LINE 7665,7.44,,Southampton
798,1,1,"Allen, Mrs. Sofía",f,39.0,0,0,PC 51685,105.94,,S
799,0,3,"Ramírez, Mr. Miguel",MALE,,2,0,PC 6761,9.45,,s
800,0,3,"Davies, Mr. Arthur",MALE,4.6,1,0,SOTON 12399,24.68,,Southampton
801,0,1," López, Mr. Samuel ",m,36.9,0,0,C.A. 39390,59.46,E16,q
802,0,3,"Young, Miss. Margaret", female ,14.7,0,0,A/5 66140,15.45,, S 
803,0,1,"Young, Mr. George",M,2.5,1,2,W./C. 95928,38.65,, C 
804,1,2,"Evans, Mrs. Elena",FEMALE,50.5,1,0,STON/O2 76530,23.74,,Queenstown
805,0,2,"Davies, Mr. Carlos",MALE,,0,1,A/5 23472,26.88,,southampton
806,1,3,"Martin, Mrs. Margaret", female ,50.1,0,0,W./C. 59804,15.44,,s
807,1,3,"Walker, Mr. Alejandro",male,N/A,1,0,C.A. 98853,23.75,,southampton
808,1,3,"Thomas, Mrs. Elena", female ,41.4,3,0,STON/O2 83140,11.26,,S
809,0,3,"King, Mr. James",Male,N/A,0,0,PC 99028,15.26,,southampton
810,0,3,"Young, Mr. Samuel",M,32.6,1,0,PC 73042,5.60,,s
811,0,2,"Lewis, Mr. Alejandro", male ,39.1,0,0,STON/O2 72739,51.15,,S
812,0,3,"Hernández, Mr. William",MALE,14.3,0,0,W./C. 85861,8.66,, C 
813,0,3,"Hall, Mr. Robert",male,24.7,0,0,A/5 80010,12.83,,q
814,0,1,"Roberts, Mr. Arthur",M,20.4,1,0,A/5 76360,72.93,,q
815,1,3,"Walker, Mr. Henry",Male,44.7,0,0,A/5 22165,6.63,,southampton
816,1,3,"Wilson, Mrs. Helen",female,32.5,2,0,W./C. 26005,11.25,,s
817,1,2,"Johnson, Mr. John", male ,59.0,0,0,LINE 11687,29.05,E37, S 
818,0,2,"Scott, Mrs. Alice",Female,30.5,0,1,C.A. 36894,7.43,,c
819,1,3,"Roberts, Miss. Sofía", female ,6.1,0,0,PC 85090,11.62,, S 
820,1,3,"Lewis, Mr. Samuel",Male,,1,0,PC 64599,14.03,,S
821,0,2,"Brown, Mr. Charles",male,40.0,4,0,A/5 87893,39.49,,S
822,1,2,"Evans, Mr. Edward",MALE,45.1,0,2,PC 57003,76.21,, S 
823,0,2,"Roberts, Mr. John",MALE,16.6,1,0,C.A. 38751,27.85,,southampton
824,1,2,"Smith, Miss. Florence",Female,N/A,3,0,W./C. 36172,50.21,,cherbourg
825,1,2,"Taylor, Mr. William",male,15.9,0,0,W./C. 63911,25.27,,queenstown
826,0,3,"Martínez, Mr. Carlos", male ,11.2,1,0,STON/O2 29078,12.84,,southampton
827,0,3,"Ramírez, Mr. James",M,N/A,0,0,C.A. 16118,16.68,,southampton
828,1,2,"Hernández, Mr. Arthur",m,47.9,0,0,W./C. 16803,8.02,,southampton
829,1,3,"Green, Mr. Thomas",Male,N/A,0,0,PC 84793,26.66,,southampton
830,1,3,"Ramírez, Miss. Mary",FEMALE,unknown,1,3,LINE 15207,13.85,,S
831,1,1,"Roberts, Mrs. Isabella",female,28.2,1,0,SOTON 1444,32.70,,S
832,0,3,"Clark, Mr. Charles",male,,0,0,C.A. 88609,11.49,,southampton
833,1,1,"Martínez, Mr. John",Male,31.8,0,0,LINE 56780,27.20,,S
834,1,2,"Davies, Mrs. Elena",F,,2,0,SOTON 26111,56.30,, S 
835,0,2,"Smith, Mr. Thomas",M,46.5,1,0,LINE 39805,20.16,,Southampton
836,0,2,"Martínez, Mr. Samuel",M,59.8,1,0,W./C. 47580,8.75,, S 
837,0,3,"Evans, Mr. Miguel",MALE,36.6,2,2,STON/O2 57316,24.08,,
838,0,1,"Brown, Mrs. Lucía",f,58.0,0,0,LINE 75010,58.24,,S
839,1,3,"Davies, Miss. María",Female,24.0,2,1,C.A. 23196,5.51,,c
840,1,3,"Wright, Mr. Samuel",male,24.7,2,0,A/5 90876,14.76,,cherbourg
841,1,1,"López, Miss. Mary",F,24.3,0,0,STON/O2 31618,104.30,, C 
842,0,3,"Scott, Mr. Henry",male,14.2,0,0,W./C. 72889,16.13,,s
843,1,3,"Brown, Mr. Alejandro",M,null,1,0,C.A. 8174,7.26,,Cherbourg
844,1,3,"Scott, Mrs. Helen",female,54.1,0,0,A/5 47774,21.33,, S 
845,1,2,"Hall, Miss. Emily",FEMALE,11.0,0,0,C.A. 88748,19.32,, S 
846,0,3,"Ramírez, Mr. Alejandro",Male,33.7,0,0,SOTON 56329,12.12,,Southampton
847,1,1,"Clark, Mr. Edward",Male,17.2,1,0,STON/O2 15266,110.47,,southampton
848,1,1,"King, Mrs. Isabella",F,33.6,1,0,W./C. 68918,122.43,,S
849,0,3,"Walker, Mr. Robert",MALE,N/A,0,two,LINE 78996,7.44,,c
850,0,3,"López, Mr. George",male,unknown,1,0,A/5 8522,2.18,,southampton
851,1,3,"Lewis, Mrs. Lucía",Female,35.8,0,0,PC 49810,11.32,, S 
852,1,3,"Wilson, Mr. Samuel",Male,7.8,0,0,LINE 16166,15.94,,S
853,0,3,"Hall, Mr. Charles",MALE,17.6,0,1,C.A. 9530,26.96,, Q 
854,1,3,"Ramírez, Mr. Samuel",m,29.1,0,0,W./C. 30718,12.29,, S 
855,1,2,"Scott, Mrs. Edith",FEMALE,38.7,0,3,PC 90356,28.47,,S
856,1,1,"Young, Miss. Margaret",Female,6.4,1,0,PC 80485,114.17,,Southampton
857,1,2,"Thomas, Mr. George",male,42.2,1,0,STON/O2 84396,24.88,,Southampton
858,0,1,"Wright, Mr. Alejandro",m,22.3,,2,W./C. 14279,30.86,,Southampton
859,0,3,"Wright, Mr. William",Male,unknown,0,0,PC 9732,11.48,, C 
860,0,3,"Clark, Mr. John",M,23.6,0,0,STON/O2 35324,24.41,,Southampton
861,0,2,"Roberts, Mr. Edward",MALE,N/A,0,0,STON/O2 21667,19.72,,S
862,0,2,"Thomas, Mr. Carlos",m,,1,0,SOTON 92708,36.78,,queenstown
863,0,3,"Walker, Mr. James", male ,40.2,0,1,W./C. 11354,25.26,, S 
864,0,2,"Martínez, Mr. Miguel",M,44.2,0,0,W./C. 12116,27.99,,s
865,1,3,"Davies, Miss. Ethel",FEMALE,17.8,0,0,LINE 59055,25.49,,southampton
866,0,1,"López, Mr. Edward", male ,41.5,0,2,PC 98983,105.62,,Cherbourg
867,0,2,"Wright, Miss. Elizabeth",f,18.4,2,0,STON/O2 35376,35.13,,Queenstown
868,0,2,"Hernández, Mr. Charles",M,29.9,1,4,LINE 98221,30.45,,Cherbourg
869,0,3,"Hall, Mr. Miguel",male,52.7,1,0,C.A. 74709,11.62,,S
870,0,2,"Davies, Mrs. Isabella",female,50.9,4,0,STON/O2 92270,13.95,,Southampton
871,0,2,"Martin, Mr. Samuel",M,,1,2,A/5 75885,22.85,,S
872,0,3,"Evans, Mr. Miguel",MALE,47.8,0,0,PC 35429,20.46,,Southampton
873,1,2,"Thomas, Mr. Edward",male,,1,1,PC 9484,13.34,,Q
874,0,2,"King, Mrs. Elizabeth",FEMALE,,0,0,STON/O2 5675,24.70,, S 
875,1,3,"Martínez, Mr. James",M,24.5,0,3,SOTON 10004,10.71,,s
876,0,2,"Allen, Mr. Charles",MALE,27.6,0,1,SOTON 17035,7.87,,southampton
877,1,First,"Hernández, Mr. Carlos",male,34.4,1,0,SOTON 91013,14.81,,Southampton
878,0,1,"Thomas, Mr. Edward",male,33.9,0,0,STON/O2 83577,142.36,,southampton
879,1,3,"Thomas, Mrs. Ethel",Female,,1,2,W./C. 82569,4.77,,Cherbourg
880,1,3,"Wright, Mrs. Alice",FEMALE,42.8,0,0,PC 98792,4.84,,S
881,0,2,"Hall, Mr. Miguel",MALE,39.3,0,0,C.A. 47506,60.40,F47,southampton
882,1,3,"Young, Miss. Anna",F,unknown,0,0,PC 92089,6.72,, S 
883,0,3,"López, Mr. Miguel",MALE,42.0,0,0,STON/O2 52174,9.09,,S
884,0,3,"Evans, Mrs. Florence",f,27.2,1,2,A/5 9618,11.36,,Southampton
885,1,3," García, Mr. Alejandro ", male ,42.6,0,,C.A. 58736,39.55,,S
886,0,3,"Clark, Mr. Thomas",M,23.7,1,1,W./C. 29537,9.77,, C 
887,1,3,"Wright, Mr. Alejandro",Male,27.7,2,0,PC 80628,14.14,,southampton
888,0,3,"Wilson, Mr. Alejandro",male,41.6,1,0,A/5 2480,9.75,,Southampton
889,1,3,"Wright, Mrs. Isabella", female ,41.7,0,0,SOTON 90352,6.11,,C
890,1,1,"Smith, Mr. William",m,36.7,1,0,SOTON 44427,114.23,A43,S
891,1,3,"Young, Miss. Helen",f,13.1,3,0,A/5 1537,-1,,Southampton
892,1,3,"Evans, Mrs. Margaret",female,40.6,0,0,LINE 19824,12.59,,
893,0,3,"Hall, Mrs. Ethel",f,29.7,0,0,PC 26849,15.93,,S
894,0,3,"Taylor, Mr. Robert",M,29.7,0,0,LINE 66355,36.88,,C
895,0,3,"Green, Mr. James", male ,,1,0,STON/O2 94578,8.69,,S
896,1,3,"Young, Miss. Emily",FEMALE,,0,0,C.A. 39333,23.74,, S 
897,1,1,"Evans, Mr. Henry",M,N/A,1,0,C.A. 73969,60.26,D61,southampton
898,0,2,"Evans, Mr. John",Male,null,0,0,C.A. 34540,43.88,D111,Southampton
899,0,2,"Roberts, Mr. George",MALE,16.6,0,0,SOTON 30193,21.75,, S 
900,0,3,"Walker, Mr. Edward", male ,28.7,1,0,PC 7922,19.12,,S
901,0,1,"Evans, Mr. George",MALE,5.4,1,0,W./C. 65532,42.29,,Southampton
902,0,3,"Thomas, Mr. Thomas",MALE,25.1,5,2,C.A. 45825,4.76,,S
903,0,3,"Lewis, Miss. Isabella",female,null,2,0,A/5 35879,22.38,,s
904,0,1,"Lewis, Mr. William",M,34.9,0,1,W./C. 59109,85.40,,S
905,0,3,"Davies, Mrs. Florence",female,59.1,0,4,W./C. 41735,20.20,,southampton
